codice,posizione,specie,varieta,alias,associazione,cod_loc,dimensionamento,dimensioni,qualita,data_ins,data_acq,mod_acq,acquisito_da,costo,luogo_acq,scambiato_per,note,referenza,descrizione,fluor_lw,fluor_sw,radioattivo,tl
1785,undefined,Arsenic,-,-,-,Brosso_01,Tipo 1,-,B,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1786,undefined,Köttigite,-,-,-,Corna_02,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1787,undefined,Sursassite,-,-,-,Falotta_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1788,undefined,Brookite,-,-,-,Bregaceto_01,Tipo 1,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1789,undefined,Diopside,-,-,-,Balangero_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1790,undefined,Conichalcite,-,-,-,Corna_02,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,"Sull'etichetta indicato ""Giacimento n.2""",Not tested,Not tested,Not tested,0
1791,undefined,Cristobalite,-,-,-,Breno_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1792,undefined,Arseniosiderite,-,-,Heterogenite,Corna_01,Tipo 1,-,B,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1793,undefined,Clinochlore,Kammererite (cromifero),-,-,Locana_01,Tipo 1,-,B,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1794,undefined,Anatase,-,-,-,Arnas_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1795,undefined,Ferberite,-,-,-,Brosso_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1796,undefined,Scorodite,-,-,Parasymplesite?,Corna_01,Tipo 1,-,B,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1797,undefined,Scorodite,-,-,Heterogenite - Eritrite,Corna_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1798,undefined,Heterogenite,-,-,Scorodite - Eritrite,Corna_01,Tipo 1,-,C,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1799,undefined,Clinozoisite,-,-,Diopside,Lemie_01,Tipo 1,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1800,undefined,Clinozoisite,-,-,-,Frasse_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1801,undefined,Hübnerite,-,-,-,Colorado_01,Tipo 1,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1802,undefined,Titanite,-,-,-,Benot_01,Tipo 1,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1803,undefined,Uralolite,-,-,-,Spodumene_01,Tipo 1,-,B,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1804,undefined,Carlosturanite,-,-,-,Fubina_01,Tipo 1,-,B,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1805,undefined,Brookite,-,-,Anatase,Arnas_01,Tipo 4,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1806,undefined,Titanite,-,-,-,Benot_01,Tipo 4,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1807,undefined,Baryte,-,-,Siderite,Brosso_01,Tipo 4,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1808,undefined,Rhodonite,-,-,-,Gambatesa_01,Tipo 4,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1809,undefined,Vesuvianite,-,-,-,Balangero_01,Tipo 4,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1810,undefined,Andradite,Demantoide,-,-,Malenco_1,Tipo 4,-,A,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1811,undefined,Pyrite,-,-,-,Brosso_01,Cabinet,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1812,undefined,Vesuvianite,-,-,-,Balangero_01,Cabinet,-,AA,16/03/2014,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,-,Not tested,Not tested,Not tested,0
1813,undefined,Sabugalite,-,-,-,Colmè_01,Tipo 4,-,AA,17/03/2014,01/01/2011,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1814,undefined,Melanterite,-,-,-,Beth_01,Tipo 4,-,AA,17/03/2014,01/01/2011,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1815,undefined,Villyaellenite,-,-,-,Borgofranco_03,Tipo 4,-,A,17/03/2014,01/01/2011,Donato,Bruno Martini,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1816,undefined,Diopside,Mussite,-,-,Miage_01,Cabinet,-,A,17/03/2014,01/01/2011,Donato,Silvano Rolando,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1817,undefined,Arsenopyrite,-,-,-,Miage_01,Tipo 4,-,A,22/03/2014,01/01/2011,Donato,Adrio Salvetti,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1818,undefined,Anglesite,-,-,-,Traversella_01,Tipo 4,-,A,22/03/2014,01/01/2011,Donato,Adrio Salvetti,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1819,undefined,Siderite,-,-,-,Corna_01,Cabinet,-,A,22/03/2014,01/01/2011,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1820,undefined,Andradite,Demantoide,-,-,Malenco_1,Tipo 4,-,A,22/03/2014,01/01/2009,Acquistato,Luca Esposito,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1821,undefined,Andradite,Demantoide,-,-,Malenco_1,Tipo 4,-,A,22/03/2014,01/01/2011,Donato,Adrio Salvetti,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1822,undefined,Gypsum,-,-,-,Cruvin_01,Tipo 4,-,A,22/03/2014,01/01/2011,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1823,undefined,Fluorapophyllite-(K),-,-,-,Jalgaon_01,Cabinet,-,AA,22/03/2014,01/01/2009,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1824,undefined,Azurite,-,-,-,Aouli_01,Cabinet,-,A,23/03/2014,01/01/2009,Acquistato,Luca Esposito,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1825,undefined,Grossular,-,-,Diopside,Lanzo_02,Cabinet,-,A,23/03/2014,01/01/2009,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1826,undefined,Almandine,-,-,-,Passiria_01,Cabinet,-,AA,23/03/2014,01/01/2009,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1827,undefined,Harmotome,-,-,-,Segani_01,Cabinet,-,B,23/03/2014,01/01/2009,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1828,undefined,Crocoite,-,-,-,Tasmania_00,Miniature,-,---,31/03/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1829,undefined,Atacamite,-,-,-,Copiapo_01,Miniature,-,AA,31/03/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1830,undefined,Rutile,-,-,-,Formazza_01,Miniature,-,AA,01/04/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1831,undefined,Titanite,-,-,-,Benot_01,Miniature,-,AA,01/04/2014,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1832,vetrina,Erythrite,-,-,Roselite,BouAzzer_01,Miniature,-,A,01/04/2014,10/09/2011,Acquistato,-,0,Torino Mineralexpo,-,-,-,-,Not tested,Not tested,Not tested,0
1833,vetrina,Microcline,-,-,-,Mas_Sever_01,Miniature,-,AA,01/04/2014,10/09/2011,Acquistato,-,0,Torino Mineralexpo,-,-,-,-,Not tested,Not tested,Not tested,0
1834,vetrina,Aragonite,-,-,-,Sefrou_01,Miniature,-,AA,01/04/2014,10/09/2011,Acquistato,-,0,Torino Mineralexpo,-,-,-,-,Not tested,Not tested,Not tested,0
1835,undefined,Aerinite,-,-,-,Estopinan_01,Miniature,-,C,01/04/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1836,undefined,Aurichalcite,-,-,-,Ojuela_01,Miniature,-,AA,01/04/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1837,undefined,Chabazite-Ca,-,-,-,Imilchil_01,Miniature,-,A,04/04/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1838,undefined,Vesuvianite,-,-,-,Fubina_01,Tipo 4,-,A,04/04/2014,00/00/0000,Donato,Silvano Rolando,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1839,undefined,Fluorapatite,-,-,-,Imilchil_01,Miniature,-,A,04/04/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1840,undefined,Fluorapophyllite-(K),-,-,Stilbite-Ca,Poonah_01,Miniature,-,A,04/04/2014,00/00/0000,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1841,undefined,Pararealgar,-,-,Realgar - calcite,Thuras_01,Tipo 1,-,B,10/05/2014,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
1842,undefined,Ludwigite,-,-,-,Cedec_01,Tipo 1,-,AA,10/05/2014,15/05/2011,Scambiato,-,0,Treviolo (BG),-,-,-,-,Not tested,Not tested,Not tested,0
1843,undefined,Titanite,-,-,-,Baveno_01,Tipo 1,-,A,10/05/2014,15/05/2011,Scambiato,G. Verdi,0,Treviolo (BG),-,-,-,-,Not tested,Not tested,Not tested,0
1844,undefined,Correianevesite,-,-,-,Cigana_01,Tipo 1,-,A,12/07/2014,08/06/2014,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,1
1845,undefined,Dypingite,-,-,-,Lavrion_12,Tipo 1,-,A,12/07/2014,08/06/2014,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
1846,undefined,Carminite,-,-,-,Ojuela_01,Tipo 1,-,A,12/07/2014,08/06/2014,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
1847,undefined,Rruffite,-,-,-,Jote_01,Tipo 1,-,A,12/07/2014,08/06/2014,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
1848,undefined,Leucophosphite,-,-,-,Montmins_01,Tipo 1,-,A,12/07/2014,08/06/2014,Scambiato,A. Melle,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
1849,undefined,Carbonatecyanotrichite,-,-,Malachite,Baccu_01,Tipo 1,-,A,12/07/2014,08/06/2014,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
