cod_loc	cava_min	loc_monte	valle 	comune	distr_pref	provincia	regione	dipartimento	stato	nazione	note	cod_mindat
Copello_01		Monte Copello, Reppia	Val Graveglia	Ne		Genova	Liguria			Italia		51664
Copiapo_01						Copiapò	Atacama			Chile		657
Copperopolis_01	Copperopolis, Castle Creek District, Bradshaw Mts (Bradshaw Range), Yavapai Co.								Arizona	U.S.A.		18928
Corchia_01	Miniera di Corchia	Cantiere Speranza		Berceto		Parma	Emilia Romagna			Italia		126007
Corchia_02	Miniera di Corchia	Cantiere Perboni Q. 750		Berceto		Parma	Emilia Romagna			Italia		125998
Corchia_03		Groppo Maggio		Berceto		Parma	Emilia Romagna			Italia		
Corcolle_01	Cava di Corcolle			Roma		Roma	Lazio			Italia		4581
Corkscrew_01	Corkscrew Canyon Mine, Ryan, Furnace Creek Mining District (Furnace Creek Borate Mining District), Inyo County, California									U.S.A.		464
Corna_01		Punta Corna	Vallone del Servin	Usseglio		Torino	Piemonte			Italia		
Corna_02		Punta Corna	Vallone del Veil	Usseglio		Torino	Piemonte			Italia		
Corna_03	Taglio del Ferro			Usseglio		Torino	Piemonte			Italia		
Corni_Bruciati_01		Corni Bruciati	Valle di Preda Rossa, Val Masino			Sondrio	Lombardia			Italia		56921
Cotolivier_01		Strada Madonna Cotolivier	Val di Susa	Oulx		Torino	Piemonte			Italia		
Cotton_Stone_01		Cotton Stone Mountain		Troy		Montgomery Co.			North Carolina	U.S.A.		180043
Courlande_01	Roc de Courlande, Chastreix, Monts-Dore massif, Puy-de-Dôme, Auvergne									Francia		53115
Crabulazzu_01	Miniera Crabulazzu			Arbus		Medio Campidano	Sardegna			Italia		72115
Crastu_01	Cava di Crastu Murado			Osilo		Sassari	Sardegna			Italia		21996
Crestmore_01	Crestmore quarries, Crestmore, Riverside Co., California									U.S.A.		3449
Crevola_01	Cava di Crevoladossola		Val d'Ossola	Crevoladossola		Verbano, Cusio, Ossola	Piemonte			Italia		13689
Crodo_01			Val d'Ossola	Crodo		Verbano-Cusio-Ossola	Piemonte			Italia		188774
Crosetto_01	miniera Crosetto		Val Germanasca	Prali		Torino	Piemonte			Italia		180838
Cruvin_01	Miniera del Cruvin		Val di Susa	Bruzolo		Torino	Piemonte			Italia		56191
Crven_Dol_01	Crven Dol, Allchar, R?anovo, Kavadarci Municipality									North Macedonia		2246
Cuasso_01			Val Ceresio	Cuasso al Monte		Varese	Lombardia			Italia		10487
Cuasso_02	Puricelli Quarry, Cuasso al Monte (VA), Lombardia									Italia		
Cuccagna_01	Miniera la Cuccagna		Valle dell'Orco	Noasca		Torino	Piemonte			Italia		56859
Curagnato_01		Località Curagnato, Bragno		Cairo Montenotte		Savona	Liguria			Italia		
Curiglia_01				Curiglia con Monteviasco		Varese	Lombardia			Italia		279847
Cuya_01	"Cuya, Los Camarones, Arica Province, Arica and Parinacota Region, Chile
"											13739
D-Day_01	D-Day No. 1 Mine, D-Day Mine group, Thompsons District (S. E. Thomsons), Grand Co., Utah									U.S.A.		270297
Dandy_01	Dandy mine			Warren					Montana	U.S.A.		
Daone_01	Min. Val Daone	Limes		Daone		Trento	Trentino - Alto Adige			Italia		29931
Daroeira_01	Daroeira Mine, Martim Longo, Alcoutim, Faro									Portogallo		334432
Deer_Trail_01	Deer Trail Mine, Mount Baldy District, Cottonwood Creek, Tushar Mts, Piute Co.								Utah	U.S.A.		30655
Deiva_01		Foresta demaniale del Deiva		Sassello		Savona	Liguria			Italia		
Des_Alp_01				Des Alps			Isere	Rhone Alpes		Francia		
Devero_01		Alpe Devero	Val d'Ossola	Baceno		Verbano-Cusio-Ossola	Piemonte			Italia		29312
Divedro_01			Val Divedro, Val d'Ossola			Verbano-Cusio-Ossola	Piemonte			Italia		194978
Dos_Adrianas_01	Dos Adrianas Mine, Tierra Amarilla, Copiapó Province, Atacama									Chile		122254
Dossena_01	Miniera di Paglio Pignolino		Val Brembana	Dossena		Bergamo	Lombardia			Italia		64796
Duadello	Min. Duadello	Fraine, Pisogne	Val Camonica			Brescia	Lombardia			Italia		13684
Dundas_01	Adelaide Mine	Dundas			Zeehan District				Tasmania	Australia		
Dundas01		Dundas			Zeehan District				Tasmania	Australia		
Dunvegan_01		Dunvegan,  Duirinish,  Isle of Skye					 North West Highlands (Inverness-shire)		Scotland	United Kingdom		
Dzhezkazgan_01	Dzhezkazgan Mine, Karagandy Province									Kazakhstan		2214
Eagle_01	Eagle mine					La Paz Co.			Arizona	U.S.A.		
Ecrins_01		Les Écrins, Vallouise-Pelvoux, Arrondissement de Briançon, Hautes-Alpes, Provence-Alpes-Côte d'Azur								Francia		3001182
Eguas_01	Serra das Éguas, Brumado, Bahia, Brazil											247777
Eifel_01		Eifel Mts.					Rheinland-Pfalz			Germany		16010
Eifel_02		Nickenicher Sattel (Eicher Sattel), Eich, Andernach, Eife					Rheinland-Pfalz			Germany		13795
Eifel_03	Wannenköpfe, Ochtendung, Polch	Eifel Mts.					Rheinland-Pfalz			Germany		13808
Eifel_04		Emmelberg, Üdersdorf, Daun, Eifel,					Rheinland-Pfalz			Germany		1796
Eifel_05		Bellerberg volcano,  Ettringen,  Mayen,  Eifel Mts,  Rhineland-Palatinate								Germany		204826
Eifel_06		Laach lake volcanic complex,  Eifel Mts,  Rhineland-Palatinate		Mendig						Germany		
Eifel_07		Schellkopf Mt., Brenk,  Niederzissen,  Eifel Mts,  Rhineland-Palatinate								Germany		1794
Eifel_08		Niveligsberg Mt., Drees,  Kelberg,  Eifel Mts,  Rhineland-Palatinate								Germany		36128
Eifel_09		In den Dellen quarries,  Niedermendig,  Mendig,  Laach lake volcanic complex,  Eifel Mts,  Rhineland-Palatinate								Germany		71520
Eifel_10		Rothenberg Mt. (Rothenberg quarry), Bell,  Mendig,  Eifel Mts,  Rhineland-Palatinate								Germany		13787
Eifel_11	Löhley (Liley; Meerfeld Quarry; Slabik Quarry; Scheerer Quarry), Üdersdorf, Daun, Eifel Mts, Rhineland-Palatinate									Germany		7240
Eifel_12	Kalem, Birresborn, Gerolstein, Eifel, Rhineland-Palatinate									Germany		5932
Eifel_13	Hannebacher Ley, Hannebach, Niederzissen, Eifel, Rhineland-Palatinate									Germany		1861
Eifel_14	Rother Kopf, Roth, Gerolstein, Eifel, Rhineland-Palatinate									Germany		13801
Eifel_15	Kahlenberg (Auf'm Kopp), Oberstadtfeld, Daun, Eifel, Rhineland-Palatinate									Germany		13178
Eifel_16	Graulay (Graulai; Graulei; Grauley), Hillesheim, Eifel, Rheinland-Pfalz									Germany		1797
Eifel_17	Arensberg, Zilsdorf, Walsdorf, Gerolstein, Vulkaneifel, Rhineland-Palatinate									Germany		5931
Eifel_18	Krufter Ofen, Eifel Volcanic Fields									Germany		13796
Eifel_19	Wingertsberg, Eifel Volcanic Fields									Germany		240991
Eifel_20	Nerother Kopf, Eifel Volcanic Fields									Germany		107367
Eifel_Mendig_01	Mendig, Mendig, Mayen-Koblenz District, Rhineland-Palatinate									Germany		348821
El_Arteal_01		El Arteal tunnel, Sierra Almagrera, Cuevas del Almanzora (Cuevas de Vera), Almería, Andalusia								Spagna		122469
El_Desierto_01	El Desierto mine, San Pablo de Napa, Daniel Campos Province, Potosí Department									Bolivia		4505
El_Dragon_01	El Dragón mine, Antonio Quijarro Province, Potosí Department									Bolivia		353
El_Guanaco_01	El Guanaco Mine, Guanaco (Huanaco), Santa Catalina, Antofagasta Province, Antofagasta Region									Chile		7077
Elba_01	San Piero in Campo	Isola del'Elba		Campo nell'Elba		Livorno	Toscana			Italia		2154
Elba_02		Isola d'Elba				Livorno	Toscana			Italia		
Elba_03	Miniera di Rio	Isola d'Elba		Rio Marina		Livorno	Toscana			Italia		49549
Elba_04	Miniera di Capo Calamita	Isola d'Elba		Capoliveri		Livorno	Toscana			Italia		4596
Elba_05	Cava di Grotta d'Oggi	Isola d'Elba, San Piero in Campo		Campo nell'Elba		Livorno	Toscana			Italia		7679
Elba_06	Miniera Sassi Neri	Isola d'Elba		Capoliveri		Livorno	Toscana			Italia		5860
Elva_01			Valle Maira	Elva		Cuneo	Piemonte			Italia		
Emma_01	Emma Luisa Mine, Guanaco (Huanaco), Santa Catalina, Antofagasta Province, Antofagasta Region									Chile		10943
Emmertsberg_01	Emmertsberg quarry, Waschenbach, Mühltal, Odenwald, Hesse									Germany		13391
Esischie_01		Colle Esischie	Valle Grana			Cuneo	Piemonte			Italia		
Estopinan_01		Estopiñán del Castillo, Huesca, Aragón								Spagna		204098
Estrella_01	Mina La Estrella	Pardos		Guadalajara			Castilla La Mancha			Spagna		22067
Etna_01		Milo, Vulcano Etna				Catania	Sicilia			Italia		2136
Etoile_01	L'Etoile du Congo Mine (Star of the Congo Mine; Kalukuluku Mine), Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba)									Democratic Republic of Congo 		4331
Evening_Star_01	Evening Star Mine, Tiger Wash, Belmont Mountain, Tonopah, Osborn District, Big Horn Mts, Maricopa Co.								Arizona	U.S.A.		28772
Eveslogchorr Mt_01	Eveslogchorr Mt, Khibiny Massif, Kola Peninsula, Murmanskaja Oblast', Northern Region									Russia		2683
Fabi_01	Miniera IMI Fabi	Monte Motta	Val Lanterna, Val Malenco	Lanzada		Sondrio	Lombardia			Italia		57010
Falgayrolles_01		Falgayrolles, Monteils, Aveyron, Midi Pyrénées								Francia		5653
Falin_01		Lago Falin	Valle di Viù	Usseglio		Torino	Piemonte			Italia		
Falo_01	Monte Falò, Coiromonte, Armeno (NO), Piemonte									Italia		190012
Falotta_01		Falotta, Tinizong (Tinzen), Oberhalbstein (Surses; Sursass), Graubünden (Grisons; Grischun)	Albulatal							Svizzera		3211
Fanano_01				Fanano		Modena	Emilia Romagna			Italia		
Fara_01		San Giorgio di Perlena (San Giorgio di Perlena di Fara)		Fara Vicentino		Vicenza	Veneto			Italia		131161
Faraglione_01		Faraglione Ranni, Porto Levante, Isola di Vulcano, Isole Eolie		Lipari		Messina	Sicilia			Italia		171295
Feilongo_01		Torrente Feilongo, Feilongo	Valle dell'Orco	Sparone		Torino	Piemonte			Italia		187001
Fengjiashian_01	Fengjiashan Mine (Daye Copper mine), Edong Mining District, Daye Co., Huangshi Prefecture, Hubei Province									Cina		7317
Fenice_01	Min. Fenice Capanne			Massa Marittima		Grosseto	Toscana			Italia		20337
Ferreira_01	"Ferreira de Aves, Sát?o, Viseu District, Portugal
"											132565
Ferreres_01	Les Ferreres mine, Rocabruna, Camprodon, Girona, Catalonia									Spagna		49198
Fibbia_01	Fibbia Mt., Fontana, Central St Gotthard Massif, Leventina, Ticino									Svizzera		3225
Finero_01	Complesso ultramafico di Finero					Verbano-Cusio-Ossola	Piemonte			Italia		55754
Fiorina_01	Ghiacciaio dei Cavagnoli (Ghiacciaio dei Cavagnöö)	Pizzo Fiorina (versante est)	Val Bavona, Valle Maggia				Ticino			Svizzera		193024
Fittà_01		Fittà		Soave		Verona	Veneto			Italia		131162
Flora_01	Flora Mt, Lovozero Massif, Kola Peninsula, Murmanskaja Oblast', Northern Region									Russia		2693
Florence_01	Florence Mine (Florence Lead Silver Mine), Ripsey Hill area, Ripsey District, Tortilla Mts, Pinal Co.								Arizona	U.S.A.		3378
Fockinghausen_01	Föckinghausen quarry, Bestwig, Meschede, Sauerland, North Rhine-Westphalia									Germany		17776
Focobon_01		Canale d'Agordo	Valle del Focobon			Belluno	Veneto			Italia		123336
Folgorito_01		Monte Folgorito, Alpi Apuane		Pietrasanta		Lucca	Toscana			Italia		25264
Folgosinho_01	Folgosinho Quarry			Folgosinho	Guarda	Gouveia				Portogallo		29799
Fontane_01	Miniera Le Fontane		Val Corsaglia	Roburent/Frabosa Soprana		Cuneo	Piemonte			Italia		55801
Foppa_01	Dirupo Forcel Rosso	Monte Foppa (fianco nord), Massiccio dell'Adamello, Parco Naturale Adamello-Brenta	Val Camonica			Brescia	Lombardia			Italia		28984
Forche_01		Le Forche	Valle Cervo	Quittengo		Biella	Piemonte			Italia		105690
Formazza_01			Val Formazza			Verbano-Cusio-Ossola	Piemonte			Italia		29674
Fortullino_01		Fortullino		Rosignano Marittimo		Livorno	Toscana			Italia		2157
Fossa_01	Cratere La Fossa	Isola di Vulcano, Isole Eolie		Lipari		Messina	Sicilia			Italia		5552
Fosso_01	Miniera di Fosso della Chiesa	Pompana		Murlo		Siena	Toscana			Italia		126485
Fosso_Nova_01		Fosso La Nova, Làtera vulcano, 		Farnese		Viterbo	Lazio			Italia		48984
Francon_01	Francon quarry			Montréal					Québec	Canada		597
Franklin_01	Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey									U.S.A.		8541
Frasse_01		Alpe delle Frasse	Val di Susa	Condove		Torino	Piemonte			Italia		68263
Freghera_01		Cima della Freghera	Val Formazza	Formazza		Verbano-Cusio-Ossola	Piemonte			Italia		192720
Friedrich_01	Friedrich Mine, Steckenstein, Mittelhof, Wissen, Altenkirchen, Rhineland-Palatinate									Germany		11245
Fubina_01		Malpasso, Fubina	Valli di Lanzo	Viù		Torino	Piemonte			Italia		156676
Fucinaia_01		Madonna di Fucinaia		Campiglia Marittima		Livorno	Toscana			Italia		2145
Fumade_01	Fumade, Castelnau-de-Brassac, Tarn, Occitanie									Francia		192253
Funtana_01	Miniera di Funtana Raminosa, 			Gadoni		Nuoro	Sardegna			Italia		30092
Funtana_02	Ricerca Funtana Maggiore			Montresta		Oristano	Sardegna			Italia		132455
Funtanafigu_01	Cava Funtanafigu	Monte Arci		Marrubio		Oristano	Sardegna			Italia		16814
Furtei_01	Miniera di Furtei			Furtei		Cagliari	Sardegna			Italia		55997
Gabbs_01	Premier Chemicals Mine (Gabbs Magnesite-Brucite mine; Basic Refractories mine; Basic mine)				Gabbs District	Nye Co.			Nevada	U.S.A.		3915
Gaisbach_01	Gaisbach valley (Gaißbach valley; Gaissbach valley), Rauris valley, Zell am See District, Salzburg									Austria		55993
Gambatesa_01	Min. Gambatesa	Reppia	Graveglia	Ne		Genova	Liguria			Italia		7020
Gamma_01	Cava Gamma		Valle Cervo	Quittengo		Biella	Piemonte			Italia		195480
Gamsmutter_01	East slope of Gamsmutter, Habach valley, Bramberg am Wildkogel, Zell am See District, Salzburg									Austria		12410
Ganilh_01	La Grange de Ganilh, Laveissière, Murat, Cantal, Auvergne									Francia		220467
GanSu_01						Gansu				Cina		
Genna_01	Genna S'Olioni			Gonnosfanadiga		Medio Campidano	Sardegna			Italia		55852
Genna_zinc_01	Genna zinc smelter slag locality, Letmathe, Iserlohn, Märkischer Kreis, Arnsberg, North Rhine-Westphalia									Germany		13167
Gensane_01		Punta Gensane	Val di Viù - Valli di Lanzo	Viù		Torino	Piemonte			Italia		188028
Gertraudi_01		St Gertraudi, Brixlegg - Rattenberg, Gebiet Brixlegg - Schwaz	Inntal				Tirol			Austria		57209
Gesso_01		Punta Chistafort	Valle Gesso	Entracque		Cuneo	Piemonte			Italia		189846
Gestoso_01	Alto das Quelhas do Gestoso Mine, Gestoso, Manhouce, S?o Pedro do Sul, Viseu District									Portogallo		63190
Getchell_01	Getchell Mine, Adam Peak, Potosi Mining District, Osgood Mountains, Humboldt County, Nevada									U.S.A.		3905
Giannasi_01		Ca' de Giannasi		Frassinoro		Modena	Emilia Romagna			Italia		54302
Giants_Causeway_01		Giants Causeway				Co. Antrim			North Ireland	United Kingdom		2454
Gibellini_01	Gibellini Vanadium Project (VanNavSan Claim), Fish Creek Range, Gibellini Mining District, Eureka County								Nevada	U.S.A.		19593
Gilly_01	Gilly North Colliery, Soleimont (Soleilmont), Fleurus, Charleroi, Hainaut (Henegouwen; Hennegau) Province									Belgio		135230
Giove_01		Monte Giove	Vallone del Vannino	Formazza		Verbano-Cusio-Ossola	Piemonte			Italia		158823
Giulis_01	Rio Giulis uranium prospect		Val di Chiese	Condino		Trento	Trentino - Alto Adige			Italia		29929
Giuv_01		Giuv Valley, Tujetsch (Tavetsch), Vorderrhein Valley, Grigioni								Svizzera		7758
Gjerdingselva_01	Gjerdingselva (Gjerdingen), Nordmarka, Lunner, Oppland									Norvegia		2502
Gladhammar_01	Gladhammar mines, Västervik, Sm?land									Svezia		3157
Glucksrad_01	Glücksrad Mine, Oberschulenberg, Clausthal-Zellerfeld, Harz, Lower Saxony									Germany		6015
Goabeb_01	Goabeb Farm 63, Karibib Constituency, Erongo Region									Namibia		188611
Goanikontes_01	Goanikontes Claim, Arandis, Swakopmund District, Erongo Region									Namibia		7864
Gold_Hill_01	Gold Hill Mine	Deep Creek Mts			Gold Hill District (Clifton District)	Tooele Co.			Utah	U.S.A.		38605
Gold_Quarry_01	Gold Quarry Mine (Maggie claims), Maggie Creek District, Eureka Co.								Nevada	USA		29501
Golosina_01	Golosina mine, Cuevas del Almanzora, Almería, Andalusia									Spagna		298830
Gorge_01	Gorge River, Westland District, West Coast Region									New Zealand		2439
Graf_01	Graf Jost-Christian Mine, Wolfsberg, Stolberg, Harz, Saxony-Anhalt, Germany											1823
Graia_01		Rio Graia	Val Vigezzo, Val d'Ossola	Trontano		Verbano-Cusio-Ossola	Piemonte			Italia		30182
Granatillas_01	Rambla de las Granatillas, El Hoyazo, Níjar, Almería, Andalusia									Spagna		127429
Grants_01	McKinley Co.				Grants District				New Mexico	U.S.A.		22034
Grasstein_01		Grasstein, Fortezza (Franzensfeste), Alpi Sarentine (Sarntaler Alpen)				Bolzano	Trentino - Alto Adige			Italia		196137
Graveglia_01			Graveglia	Ne		Genova	Liguria			Italia		
Graves_01	Graves Mountain, Lincoln Co., Georgia, USA											3719
Great_01	Great Australia mine, Cloncurry, Cloncurry district, Mt. Isa - Cloncurry area, Queensland									Australia		134
Green_River_01	Green River formation, Uintah Co,. Utah									U.S.A.		20265
Gressoney_01			Valle del Lys	Gressoney La Trinitè			Valle d'Aosta			Italia		133756
Grevenbruck_01	Grevenbrück quarry, Lennestadt, Sauerland, North Rhine-Westphalia									Germany		14843
Groppallo_01		Groppallo	Val Nure	Farini		Piacenza	Emilia Romagna			Italia		193841
Groseillers_01	Mont-des-Groseillers, Blaton,  Mons,  Hainaut					 Hainaut (Henegouwen; Hennegau) Province				Belgio		282
Grube_01	Grube Clara		Rankach valley		Oberwolfach	Wolfach	 Black Forest	Baden-Württemberg		Germany		1782
Gruneau_01	Grüneau Mine (Grüne Au Mine; Grünau Mine), Schutzbach, Betzdorf-Gebhardshain, Altenkirchen, Rhineland-Palatinate									Germany		15123
Guimaraesite_01	Guimaraesite occurrence, Piauì valley, Taquaral, Itinga, Jequitinhonha valley, Minas Gerais									Brasile		127216
Gulsen_01	Gulsen (Gulsen quarry), Kraubath an der Mur, Leoben District, Styria									Austria		57985
Gunnislake_01	Hingston Down Consols	Gunnislake Area			Callington District		Cornwall		England	United Kingdom		879
Haagen_01	Haagen quarry, Webing, Abtenau, Salzburg									Austria		54549
Hagendorf_01		Hagendorf, Waidhaus, Vohenstrauß, Oberpfälzer Wald, Oberpfalz, Bayern								Germany		108622
Hakansboda_01	H?kansboda, Lindesberg, Västmanland									Svezia		3204
Hayami-gun_01	Hiji, Hayami-gun, Oita prefecture, Kyushu Region									Japan		219597
Haydee_01	Haydee Mine, Salar Grande, Iquique Province, Tarapaca Region									Chile		134485
Henclova_01	Henclová, Gelnica Co., Ko?ice Region									Slovacchia		125739
Herbstein_01	Schrimpf basalt works, Herbstein, Vogelsberg, Hesse									Germany		28627
Herdade_01	Herdade de Vila Ruiva Mine, Sobral da Adiça, Moura, Beja									Portogallo		46347
Herrerias_01	Herrerias Mine	 Sierra Almagrera,  Cuevas de Almanzora			Almeria		Andalusia			Spagna		207987
Herzog_01	Herzog Julius smelter slag locality, Astfeld, Goslar, Harz, Lower Saxony, Germany											6026
Hettstedt_01	Lead smelter (Kupferkammer smelter) slag locality, Hettstedt, Mansfeld Basin, Saxony-Anhalt, Germany											192644
Hilaire_01		Mont Saint-Hilaire, Rouville Co.							Québec	Canada		123123
Hills_Port_01	Hills Port, Gobbins, Island Magee, Co. Antrim								Northern Ireland	United Kingdom		39319
Hohenstein_01	Point 14.0, Hohenstein, Reichenbach, Bensheim, Odenwald, Hesse									Germany		31896
Holfertite_01	Holfertite pit, Starvation Canyon (Searles Canyon), Thomas Range, Juab Co.								Utah	U.S.A.		39301
Horseshoe_01	Horseshoe Dam area, Maricopa Co., Arizona,									U.S.A.		7699
Hourt_01	Hourt Quarry	Grand Halleux,  Vielsalm,  Stavelot Massif					Luxembourg Province			Belgio		13235
Huanzala_01	Huanzala Mine				Huallanca	Dos de Mayo 		Huanuco		Perù		5783
Huhnersedel_01	Hühnersedel, Schweighausen, Lahr, Black Forest, Baden-Württemberg									Germany		34106
HuNan_01							Hu Nan			Cina		
Ice_River_01	Ice River Alkaline Complex, Golden Mining Division								British Columbia	Canada		475
Ifasina_01	Ifasina, Sahatsiho-Ambohimanjaka Commune, Ambositra District, Amoron'i Mania Region, Fianarantsoa Province, Madagascar											32227
Ihla_01	Lavra da Ilha	  Taquaral,  Itinga	Jequitinhonha valley				Southeast region		Minas Gerais	Brasile		404
Ilarione_01				San Giovanni Ilarione		Verona	Veneto			Italia		186855
Ilfeld_01		Monte harz, Nordhausen		Ilfeld			Turingia			Germany		1813
Imana_01		Imana		Predazzo		Trento	Trentino - Alto Adige			Italia		144920
Imilchil_01		Imilchil, Er Rachidia Province, Meknès-Tafilalet Region								Marocco		11543
Imiter_01	Imiter Mine			Tinghir Cercle		Tinghir	Drâa-Tafilalet			Marocco		2394
India_01										India		
Iron_Knob_01	Iron Knob Mine, Iron Knob, Middleback Range, Eyre Peninsula, South Australia									Australia		26345
Iron_Monarch_01	Iron Monarch open cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia									Australia		158
Is_Concas_01	Miniera Is Concas, Furtei mine, Furtei (SU), Sardegna									Italia		203592
Isallo_01	Cava d 'Isallo			Magliolo		Savona	Liguria			Italia		24214
Ischia_di_Castro	Latera Volcano			Ischia di Castro		Viterbo	Lazio			Italia		235238
Iselle_01	Iselle Quarry, Trasquera, Divedro Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont									Italia		194983
Isorno_01			Valle Isorno, Val d'Ossola	Montecrestese		Verbano-Cusio-Ossola	Piemonte			Italia		195214
Ivittuut_01	Ivittuut (Ivigtut), Arsuk Firth, Kitaa (West Greenland) Province									Groenlandia		51122
Jachimov_01	Jáchymov (St Joachimsthal), District, Kru?né Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia						Bohemia			Repubblica Ceca		
Jakobsberg_01	Jakobsberg Mine, Nordmark (Nordmarksberg), Filipstad, Värmland									Svezia		3197
Jalgaon_01		Jalgaon District, Maharashtra								India		4624
Javier_01	Miniera Javier	Javier Mine (Javier Ortega Mine), Huachuas, Lucanas Province, Ayacucho Department								Perù		214262
Jeffrey_01	Jeffrey mine	 Asbestos,  Les Sources RCM,  Estrie							Québec	Canada		581
Jemeppe_01	Jemeppe-sur-Meuse, Seraing, Liège, Wallonia, Belgium											106699
Jenipapo_01	Jenipapo district, Itinga, Jequitinhonha valley, Minas Gerais									Brasile		23061
Jenisuv_01		Jeni??v Újezd (Lang Ugest), Bílina coal mine, Bílina, Teplice District, Ústí nad Labem Region								Repubblica Ceca		47693
Joca_01	Cigana claim (Joc?o claim)		Doce valley	Galiléia					Minas Gerais	Brasile		69153
Jomac_01	Jomac Mine, White Canyon, White Canyon District, San Juan Co.								Utah	U.S.A.		5363
Josefa_01	María Josefa Mine, Rodalquilar, Níjar, Almería, Andalusia									Spagna		126115
Jote_01	Jote Mine, Pampa Larga district, Tierra Amarilla, Copiapó Province, Atacama Region									Chile		188174
Jumela_01		Gruppo del Buffaure	Val Giumella,Val di Fassa	Trento			Trentino - Alto Adige			Italia		125952
Kafersteige_01	Käfersteige Mine	Würm,  Pforzheim,  Black Forest,  Baden-Württemberg								Germany		1852
Kaiserbrundl_01	Kaiserbründl, Gratlspitz Mt., Brixlegg - Rattenberg, Brixlegg - Schwaz area, Inn valley, North Tyrol, Tyrol									Austria		57222
Kambove_01	Kambove West Mine, Kambove District, Haut-Katanga									DR Congo		185337
Kambove_02	Kambove Principal Mine, Kambove District, Haut-Katanga									DR Congo		4310
Kangerluarsuk _01	Kangerluarsuk Fjord, Ilímaussaq complex, Narsaq, Kujalleq, Greenland											1960
Khaidarkan_01	Khaidarkan (Chaidarkan) Sb-Hg deposit, Fergana Valley, Alai (Alay) Range, Osh Oblast									Kyrgystan		5596
Khowrin_01		Khowrin Mt (Khorram Mt), Kuhandan village, Saveh town, Tafresh city				Markazi				Iran		109721
Kipawa_01	Kipawa alkaline complex, Les Lacs-du-Témiscamingue, Témiscamingue RCM, Abitibi-Témiscamingue, Québec									Canada		
Kirki_01		Kirki Mines, Alexandroupoli, Evros, Eastern Macedonia and Thrace								Grecia		29227
Kladno_01	"Kladno Mine, Libu?in, Kladno, Central Bohemia Region, Bohemia
"									Repubblica Ceca		13670
km18_01		Km 18 - SP. 105 Alghero-Bosa				Alghero	Sardegna			Italia		
Koashva_01		Koashva Mt,  Khibiny Massif,  Kola Peninsula,  Murmanskaja Oblast'					Northern Region			Russia		2672
Kociha_01	Kociha, Rimavská Sobota Co., Banská Bystrica Region									Slovacchia		105660
Kolarsky_01		Kolársky vrch deposit, Pezinok, Pezinok District, Bratislava Region								Slovacchia		5684
Kolsva_01		Kolsva, Köping, Västmanland, 								Svezia		3162
Kombat_01	Kombat Mine, Kombat, Grootfontein District, Otjozondjupa Region, Namibia											2427
Kop_Daglari_01	Kop Daglari, Aºkale District, Erzurum Province,									Turchia		235243
Kop_Krom_01	Kop Krom mine, Kop Daglari, Erzurum Province, Eastern Anatolia Region									Turchia		3267
Kopeisk_01	Kopeisk,  Chelyabinsk coal basin,  Chelyabinsk Oblast',  Southern Urals,  Urals Region									Russia		5598
Kosice_01		Ko?ice, Ko?ice Region								Slovacchia		126313
Kovdor_01		Kovdor Massif, Kola Peninsula, Murmanskaja Oblast', Northern Region								Russia		10299
Krasna_Hora_01	Krásná Hora nad Vltavou (Schönberg), Central Bohemia Region, Bohemia									Repubblica Ceca		5639
Kriznica_01		Krí?nica, Pernek, Malacky Co., Bratislava Region								Slovacchia		16680
Kutna_Hora_01	Kutná Hora (Kuttenberg), Bohemia									Repubblica Ceca		18419
Kvanefjeld_01	Kvanefjeld Uranium deposit	Kuannersuit (Kvanefjeld) plateau,  Ilimaussaq complex		Narsaq		Kitaa (West Greenland) Province				Groenlandia		191074
L'ubietova_01		?ubietová (Libetbánya; Libethen) ore belt,  Western Slovenské Rudohorie Mts				Banskobystrick? Kraj				Slovacchia		107938
La_Aljorra_01	La Aljorra Quarries	La Aljorra, Cartagena, Murcia								Spagna		221162
La_Faye_01	Mine de la Faye	Grury		 Issy-l'Evêque	Saône-et-Loire			Bourgogne		Francia		1737
La_Fleche_01	La Flèche Quarry, Bertrix, Luxembourg Province									Belgio		27439
La_Sultana_01	La Sultana mine, Gomesende, Orense (Ourense), Galicia									Spagna		191694
Ladri_01		Ca' dei Ladri (Silla)		Gaggio Montano		Bologna	Emilia Romagna			Italia		25461
Lagarto_01	Penedo do Lagarto quarry, Montelavar, Sintra, Lisbon, Portugal											231075
Lagno_01		Lagno Amendolare, Monte Somma		Sant'Anastasia		Napoli	Campania			Italia		156632
Lago_Vacca_01		Lago della Vacca, Cornone di Blumone	Val Camonica	Breno		Brescia	Lombardia			Italia		187626
Lagoscuro_01	Miniera Lagoscuro	Case Lagoscuro		Livellato, Ceranesi		Genova	Liguria			Italia		55457
Lamar_01	De Lamar Mine (Wahl; Sommercamp; Voschay), De Lamar District, Owyhee Co.								Idaho	U.S.A.		10528
Lang_01	Lang Mine, Tick Canyon Borate deposit, Los Angeles Co., California, USA											23402
Langban_01		L?ngban, Filipstad, Värmland								Svezia		3167
