cod_loc	cava_min	loc_monte	valle 	comune	distr_pref	provincia	regione	dipartimento	stato	nazione	note	cod_mindat
Ramazzo_01	Miniera di Monte Ramazzo	Monte Ramazzo, Borzoli, Genova/Ceranesi				Genova	Liguria			Italia		2076
Rasvumchorr_01	Rasvumchorr Mt, Khibiny Massif, Kola Peninsula, Murmanskaja Oblast', Northern Region									Russia		2662
Rat_Claim_01	Rat Tail claim (Pack Rat claim), Wickenburg area, Belmont Mts, Maricopa Co.								Arizona	U.S.A.		3356
Ravinella_01	Miniera di Ravinella di Sotto		Valle Strona			Verbano-Cusio-Ossola	Piemonte			Italia		147094
Ray_01		Monte Ray		Entracque		Cuneo	Piemonte			Italia		189847
Ray_mine_01	Ray Mine area, Mineral Creek District (Ray District), Dripping Spring Mts, Pinal Co.								Arizona	U.S.A.		53080
Reaphook_01	Reaphook Hill	Martins Well, South Flinders Ranges, Flinders Ranges, South Australia								Australia		63
Reconquistada_01	La Reconquistada claim, Pastrana, Mazarrón, Murcia									Spagna		
Reliez_01		Etang de Reliez,  Lachaux,  Puy-Guillaume					Auvergne	Puy-de-Dôme				12931
Rendena_01	Ricerche di uranio della Val Rendena,			Bocenago e Spiazzo		Trento	Trentino - Alto Adige			Italia		29932
Repete_01	Repete Mine, Blanding, San Juan Co., Utah									U.S.A.		4177
Ribiers_01		Ribiers, Gap, Hautes-Alpes, Provence-Alpes-Côte d'Azur								Francia		277802
Ricamarie_01	La Ricamarie			Saint-Etienne			Loire	Rhone-Alpes		Francia		213684
Riccò_01		Riccò del Golfo, (Seramai)		Casella Quaratica		La Spezia	Liguria			Italia		65031
Ricet_01	"Miniera Rio Ricet (""Rio Menegol"")"			Vignola-Falesina		Trento	Trentino - Alto Adige			Italia		214051
Richardson_01	Richardson Ranch (Priday Ranch), Madras, Jefferson Co.								Oregon	U.S.A.		19969
Richelle_01	Richelle, Visé, Liège Province, Belgium											306
Richtarova_01	Richtárová, Staré Hory, Banská Bystrica Co., Banská Bystrica Region									Slovacchia		28212
Rio_Cenere_01	Rio Cenere, Mezzenile (TO), Valli di Lanzo, Piemonte									Italia		419456
Rio_Gavottino_01		Rio Gavottino		Casarza Ligure		Genova	Liguria			Italia		50084
Rio_Marne_01		Rio delle Marne	Val di Taro, Valmozzola			Parma	Emilia Romagna			Italia		31032
Rio_Mia_01		Rio Mia	Val Gotra	Albareto		Parma	Emilia Romagna			Italia		
Rio_Ossa_01		Rio delle Ossa	Valle del Sillaro	San Clemente		Bologna	Emilia Romagna			Italia		
Rio_Tinto_Borax_01	Rio Tinto Borax Mine, Kramer Borate deposit, Boron, Kern County, California									U.S.A.		23409
Rivet_01	Le Rivet Quarry, Peyrebrune, Montredon-Labessonnié, Castres, Tarn, Occitanie,									Francia		20602
Rivieral_01	Riviéral, Le Bosc, Lodève, Hérault, Occitanie									Francia		1713
Rocabruna_01	Rocabruna Mines, Bruguers, Gavà, Baix Llobregat, Barcelona, Catalonia									Spagna		132655
Roccamurata_01		Roccamurata	Val Taro	Borgo Val di Taro		Parma	Emilia Romagna			Italia		206242
Roccatederighi_01	Roccatederighi			Roccastrada		Grosseto	Toscana			Italia		210390
Rocchetta_01		Monte Rocchetta	Val Taro	Tornolo		Parma	Emilia Romagna			Italia		
Roch_Neir_01	Roch Neir		Val d'Ala - Valli di Lanzo	Balme		Torino	Piemonte			Italia		65046
Rodetti_01		Borgata Rodetti	Val di Susa	Meana di Susa		Torino	Piemonte			Italia		188502
Romaneche_01	Manganese deposit, Romanèche-Thorens, La-Chapelle-de-Guinchay,  Saône-et-Loire,  Burgundy									Francia		1736
Rosati_01		Casale Rosati		Valentano		Viterbo	Lazio			Italia		
Ross-Hannibal_01	Ross Hannibal Mine (North Star Mine; Hannibal Mine; and Mikado Mine), Lead Mining District, Lawrence Co., South Dakota									U.S.A.		4506
Roter_berg_01	Roter Berg District, Schneeberg District, Erzgebirge, Saxony									Germany		9956
Rotgulden_01	Rotgülden, Murwinkel, Lungau, Salzburg									Austria		56911
Rotlaufchen_01	Rotläufchen Mine, Waldgirmes, Wetzlar, Hesse									Germany		19866
Rua_01	Miniera Ruà	Bagni di Vinadio		Vinadio		Cuneo	Piemonte			Italia		55986
Rubbiano_01	Cava Leca	Rubbiano		Solignano		Parma	Emilia Romagna			Italia		
RV_32_01	Rv 32 roadcut Kittilsr?d, Skien, Vestfold og Telemark									Norvegia		344198
S'Acqua_01	Miniera S'Acqua is Prunas			Gonnosfanadiga		Sud Sardegna	Sardegna			Italia		55839
Sa_Duchessa_01	Miniera di Sa Duchessa	Oridda		Domusnovas		Carbonia/Iglesias	Sardegna			Italia		2128
Sabbiola_01			Val Sabbiola			Vercelli	Piemonte			Italia		
Sacrofano_01		Caldera di Sacrofano		Sacrofano		Roma	Lazio			Italia		39361
Sagasen_01	Sag?sen Quarry, Sag?sen (Strand?sen), M?rje, Porsgrunn, Telemark									Norvegia		54894
Sagliano_01				Sagliano Micca		Biella	Piemonte			Italia		
Sain_Pons_01			Valle dell'Ubaye	Saint-Pons				Alpes de Haute Provence		Francia		1671
Saint_Amable_01		Saint-Amable sill, Varennes & St-Amable, Lajemmerais RCM, Montérégie							Québec	Canada		210899
Saint_Jean_01	Saint-Jean (slag locality), Montignies-sur-Sambre, Charleroi, Hainaut Province									Belgio		108442
Saint_Julienne_Molin_01	Saint-Julien-Molin-Molette, Bourg-Argental, Loire, Rhône-Alpes									Francia		213826
Saint_Veran_01		Saint-Véran, Hautes-Alpes, Provence-Alpes-Côte d'Azur								Francia		155648
Saint-Christophe_01		Saint-Christophe-en-Oisans, Grenoble, Isère, Auvergne-Rhône-Alpes								Francia		10166
Sakavalana_01	Sakavalana mine, Ambatovita, Mandrosonoro area, Ambatofinandrahana District, Amoron'i Mania Region, Fianarantsoa Province									Madagascar		31039
Salafossa_01	Miniera di Salafossa (Miniera San Marcoe), San Pietro di Cadore (BL), Veneto									Italia		
Salsigne_01	Salsigne, Mas-Cabardès, Carcassonne, Aude, Languedoc-Roussillon									Francia		155629
Sambuco_01	"Sito ""storico""di Sambuco"		Valle Stura	Sambuco		Cuneo	Piemonte			Italia		50390
San_Cataldo_01	San Cataldo Mine					Caltalnissetta	Sicilia			italia		20816
San_Francisco_Mine_01	San Francisco Mine (Beatrix Mine)			Caracoles	Sierra Gorda	Tocopilla	Antofagasta			Chile		11428
San_Genaro_01	San Genaro Mine, Castrovirreyna mining district,Huancavelica									Perù		2552
San_Giovanni_01	Miniera San Giovanni	Bindua		Iglesias		Sud Sardegna	Sardegna			Italia		20899
San_Gottardo_01		St Gotthard pass area, Airolo, Leventina, Ticino								Svizzera		133201
San_Josè_01	San José Mine, Oruro City, Cercado Province, Oruro Department									Bolivia		340
San_Marco_01	Cava di basalt, Monte S. Marco, Gambellara (VI), Veneto									Italia		73270
San_Miguel_01	San Miguel prospect, Los Azules area, Zapallar district, Copiapò Province, Atacama Region									Chile		123596
San_Pietro_01	Miniera San Pietro	Monte Tamara		Nuxis		Carbonia-Iglesias	Sardegna			Italia		56421
San_Valentin_01	San Valentín Mine	La Unión, Sierra de Cartagena, Murcia								Spagna		11533
San_Vincenzo_01	San Vincenzo Area			San Vito	Sarrabus	Sud Sardegna	Sardegna			Italia		299018
San_Vito_01	San Vito	Monte Somma		Ercolano		Napoli	Campania			Italia		57308
Sandamap_01	Sandamap pegmatite			Usakos	Karibib	Erongo				Namibia		2430
SanGiovanni_01	Miniera San Giovanni	Punta della Torre		Iglesias		Carbonia/Iglesias	Sardegna			Italia		
Sant'Agostino_01	Sant'Agostino		Val Trebbia	Coli		Piacenza	Emilia Romagna			Italia		204048
Sant'Antioco_01		Isola di Sant'Antioco				Carbonia/Iglesias	Sardegna			Italia		106935
Santa_Cruz_01	Santa Cruz mine, Poopò Town, Poopò Province, Oruro Department									Bolivia		341
Santa_Lucia_01	Miniera di Santa Lucia			Muravera		Cagliari	Sardegna			Italia		131011
Santa_Rosa_01	Santa Rosa mine, Santa Rosa-Huantajaya District, Iquique Province, Tarapaca Region									Chile		69589
Santo_Domingo_01	Santo Domingo mine, Caleta Vítor district, Arica Province, Arica and Parinacota Region, Chile											195727
Santorso_01			Val Timonchiello	Santorso		Vicenza	Veneto			Italia		159582
Sapucaia_01	Sapucaia Mine (Proberil mine), Sapucaia do Norte, Galiléia, Doce valley, Minas Gerais									Brasile		418
Saranovskji_01	Saranovskii Mine (Saranovskoe), Saranovskaya (Sarany) Village, Gorozavodskii area,  Permskaya Oblast',  Middle Urals,  Urals Region									Russia		2807
Sasso_01	Sasso di Castro, Area dei Passi della Futa e Raticosa, Fiorenzuola (FI), Toscana									Italia		294832
Sausalito_01	Sausalito					Marin			California	U.S.A.		24369
Saviore_01		Lago d'Arno, Massiccio dell'Adamello, Parco Naturale Adamello-Brenta	Alta Val Saviore			Brescia	Lombardia			Italia		189415
Sbiasere_01		Cassera Sbiasere, Pian Melzé (Pian della Regina)	Valle Po	Crissolo		Torino	Piemonte			Italia		157990
Scagno_01		Monte Scagno, Case Nori		Montorso		Vicenza	Veneto			Italia		156734
Scerscen_01			Val di Scerscen, Val Malenco			Sondrio	Lombardia			Italia		27320
Schilpario_01		"
"	Val di Scalve	Schilpario		Bergamo	Lombardia			Italia		167671
Schirmeck_01	"
"	"Schirmeck, Vallée de la Bruche, Bas-Rhin, Alsace
"								Francia		24774
Schlaggenwald_01		Horní Slavkov (Schlaggenwald)					 Karlovy Vary	Boemia		Repubblica Ceca		769
Schlarbaum_01	Schlarbaum quarry, Klausen, Bad Gleichenberg, Südoststeiermark District, Styria									Austria		255
Schneckenstein_01	Schneckenstein cliff, Kielberg, Klingenthal, Vogtland, Saxony, Germany											1787
Schneeberg_01	Schneeberg, Erzgebirgskreis, Saxony									Germany		1848
Schone_Aussicht_01		Grube Schöne Aussicht, Dernbach, Neuwied, Wieder Eisenspat-Bezirk, Westerwald, Rheinland-Pfalz								Germany		1840
Schwartzwalder_01	Schwartzwalder Mine (Ralston Creek Mine), Ralston Buttes District, Jefferson Co., Colorado									U.S.A.		6282
Scimfuss_01	Scimfuss, Pontino Alp, Tremola Valley, Airolo, Leventina, Ticino									Svizzera		134038
Scogliera_01		Mt. Scogliera	Lagorara	Maissana		La Spezia	Liguria			Italia		63328
Scogna_01		Scogna		Sesta Godano		La Spezia	Liguria			Italia		63339
Scolastica_01	Ofiolite di S. Scolastica	Romanoro		Frassinoro		Modena	Emilia Romagna			Italia		73277
Scrava_01	Miniera Scrava		Val Graveglia	Ne		Genova	Liguria			Italia		7028
Sefrou_01		Sefrou, Sefrou Province, Fès-Boulemane Region								Marocco		21873
Segani_01		B.ta Segani		San Bortolo di Arzignano		Vicenza	Veneto			Italia		158850
Sella_01		Rocca Sella	Val di Susa	Almese		Torino	Piemonte			Italia		
Sella_02		Piz Sella	Val Gardena	Selva di Val Gardena		Bolzano	Trentino - Alto Adige			Italia		8095
Selva_01	Selva, Sedrun, Tujetsch (Tavetsch), Vorderrhein Valley, Grisons									Svizzera		28873
Serra_Agua_01	Serra de Água, Ribeira Brava, Madeira Island, Madeira									Portogallo		273217
Serra_Branca_01		Serra Branca pegmatite, Pedra Lavrada, Borborema mineral province, Paraíba								Brasile		444
Serra_da_Mina_01	Serra da Mina Mine, Cercal do Alentejo, Santiago do Cacém, Setúbal									Portogallo		8105
Serrabottini_01		Serrabottini		Massa Marittima		Grosseto	Toscana			Italia		64651
Serranos_01	Cantera de los Serranos	Hondón de los Frailes		Albatera		Alicante				Spagna		3101
Servette_01	Miniera Servette-Chuc			Saint Marcel			Valle d'Aosta			Italia		67667
Sessera_01			Val Séssera	Veglio		Biella	Piemonte			Italia		30504
Sferlun_01	Miniera di asbesto dello Sferlun		Val Malenco			Sondrio	Loire			Italia		27325
Shimen_01	Shimen Co., Changde, Hunan									Cina		156995
Shinkolobwe_01	Shinkolobwe Mine (Kasolo Mine), Katanga, Democratic Republic of Congo											4328
Short_Grain_01	Short Grain, Deer Hills, Caldbeck Fells, North and Western Region (Cumberland), Cumbria, England									Regno Unito		1446
Sicilia_01							Sicilia			Italia		
Sidi_Bou_01		Sidi Bou Othmane, Jebilet Mtn (Djebilet Mtn), Sidi Bou Othmane Cercle, Rehamna Province, Marrakesh-Safi Region								Marocco		7270
Sierra_Cabras_01	Sierra de las Cabras, Cancarix lamproite intrusion, Hellín, Albacete, Castile-La Mancha									Spagna		20462
Signols_01	Cava di Signols		Val di Susa	Oulx		Torino	Piemonte			Italia		187732
Silberberg_01		Silberberg mt., Revier Geyer	Valle dell'Inn	Brixlegg	Silberberg		Tirol			Austria		52851
Silberbrunnle_01	Silberbrünnle Mine, Haigerach valley, Gengenbach, Black Forest, Baden-Württemberg									Germany		5747
Sillaro_01		Torrente Sillaro		Castel San Pietro		Bologna	Emilia Romagna			Italia		
Silver coin_01	Silver coin mine			Valmy, Humboldt Co.	Iron Point District				Nevada	USA		6744
Silver_Hill_01	Silver Hill Mine group, Silver Hill, Silver Hill District, Waterman District, Waterman Mts, Pima Co.								Arizona	U.S.A.		3386
Siresol_01	Min. Siresol	Vajo Siresol, Montecchio		Negrar		Verona	Veneto			Italia		194373
Skardu_01					Skardu District					Pakistan		
Skudesundskj?r _01		Skudesundskj?r (Skutesundskj?r),  Barkevik (Barkevika),  Langesundsfjorden,  Larvik,  Vestfold								Norvegia		13682
Solforate_01	Min. Le Solforate	Monte Amiata		Piancastagnaio		Siena	Toscana			Italia		
Solumsasen_01	Solums?sen Quarry, Holmestrand, Vestfold									Norvegia		14144
Somma_01		Complesso Somma-Vesuvio				Napoli	Campania			Italia		2092
Sommerau_01	Sommerau District, Brixlegg - Rattenberg, Brixlegg - Schwaz area, Inn valley, North Tyrol, Tyrol									Austria		57171
Sora_01			Val Sora, Valmalenco, Valtellina			Sondrio	Lombardia			Italia		
Sounion_01	Sounion mine n°6	Distretto di Lavrion			Attica					Grecia		10470
Spagnago_01				Spagnago		Vicenza	Veneto			Italia		13973
Spania_01		?pania Dolina (Urvölgy; Herrengrund),  ?pania Dolina ore belt,  Starohorské Mts,  Banská Bystrica Region								Slovacchia		3055
Spodumene_01		Spodumene prospect (Brandrücken exploration adit), Brandrücken, Moschkogel - Weinebene area, Koralpe, Carinthia								Austria		5609
Sponda_01	Alpe Sponda - Pizzo Forno, Val Chironico, Leventina, Ticino, Svizzera											3222
Squaw_Creek_01	Squaw Creek Mine, Taylor Creek Tin District (Black Range Tin District), Sierra Co.								New Mexico	U.S.A.		22032
Stabiello_01		Alpe Stabiello		Sondalo		Sondrio	Lombardia			Italia		16681
Stancalasse_01		Rio Stancalasse		Monterenzio		Bologna	Emilia Romagna			Italia		
Starlera_01	Starlera Mine, Starlera Valley, Ferrera Valley, Hinterrhein Valley, Grischun (Grisons; Graubünden)									Svizzera		11334
Sterling_Hill_01	Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey									U.S.A.		8903
Stracciacappe_01		Torre di Stracciacappe		Trevignano Romano		Roma	Lazio			Italia		193637
Stradner_01	Stradner Kogel, Wilhelmsdorf, Bad Gleichenberg, Steiermark, 									Austria		23056
Streuberg_01	Streuberg Quarry, Bergen, Bergen U deposit, Zobes-Bergen District, Vogtland, Saxony									Germany		1907
Strontian_01	Strontian, Highland, Scotland									Regno Unito		3036
Su_Elzu_01	Su Elzu			Ozieri		Sassari	Sardegna			Italia		68228
Su_Seinargiu_01		Punta di Su Seinargiu		Sarroch		Cagliari	Sardegna			Italia		30503
Su_Suergiu_01	Su Suergiu Mine			Villasalto		Sud Sardegna	Sardegna			Italia		55849
Sulitjelma_01	Charlotta Mine, Sulitjelma Cu Mines, Sulitjelma, Fauske, Nordland									Norvegia		32728
Susa_01			Val di Susa			Torino	Piemonte			Italia		
Suvereto_01				Suvereto		Livorno	Toscana			Italia		203234
Svornost_01	Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov (St Joachimsthal) District, Kru?né Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia									Repubblica Ceca		19729
Swambo_01	Swambo, Katanga Copper Crescent, Katanga (Shaba)									Democratic Republic of Congo 		44508
Tafone_01	Miniera del Tafone			Manciano		Grosseto	Toscana			Italia		27607
Tapada_01	Tapada da Bemposta No.1 Mine, Seixoso Mining Field, Borba de Godim, Vila Cova da Lixa e Borba de Godim, Felgueiras, Porto									Portogallo		307262
Tasmania_00									Tasmania	Australia		15621
Tavagnasco_01	Galleria Rosa			Tavagnasco		Torino	Piemonte			Italia		187911
Tavagnasco_02	Galleria Parella			Tavagnasco		Torino	Piemonte			Italia		187911
Tavagnasco_03	Galleria Esperance			Tavagnasco		Torino	Piemonte			Italia		264541
Tavagnasco_04	Galleria Aquila			Tavagnasco		Torino	Piemonte			Italia		187911
Tavagnasco_05	Discarica Briasse			Tavagnasco		Torino	Piemonte			Italia		270211
Taylor_01	Taylor mine			Alberta		Baraga Co.			Michigan	U.S.A.		3838
Telecchio_01		Telecchio	Val Trebbia	Bobbio		Piacenza	Emilia Romagna			Italia		23563
Temperino_01	Miniera del Temperino			Campiglia Marittima		Livorno	Toscana			Italia		2146
Terlano_01			Val d'Adige	Terlano		Bolzano	Trentino - Alto Adige			Italia		2070
Terril_01	Terril St. Charles (slag locality), Ransart, Charleroi, Hainaut (Henegouwen; Hennegau) Province									Belgio		69542
Teskov_01	T??kov, Rokycany, Plze? Region, Bohemia									Repubblica Ceca		23191
Thallium_01	Thallium Prospect	 (Lookout Pass), Little Valley, Tooele Co.							Utah	USA		4185
Thomas_01	Thomas Range, Juab Co., Utah									U.S.A.		4154
Thuras_01		Rhuilles	Val di Thuras, Val di Susa	Cesana Torinese		Torino	Piemonte			Italia		193065
Thurein_01	Thurein Taung, Mogok Township, Pyin-Oo-Lwin District, Mandalay Division									Myanmar		
Tip_Top_01	Tip Top Mine (Tip Top pegmatite)	Fourmile,  Custer District,  Custer Co.							South Dakota	U.S.A.		4122
Tocodoman_01	Barranco de Tocodoman, La Aldea de San Nicolás, Gran Canaria, Las Palmas Province, Canary Islands									Spagna		212249
Tom_01	Tom's Phosphate quarry 	Kapunda,  North Mt Lofty Ranges,  Mt Lofty Ranges					South Australia			Australia		169
Tongbei_01	Wushan Spessartine Mine			Tongbei	Zhangzhou	Fujian Province				Cina		21240
Torà_01		Torà (Torà de Riubregós)		La Segarra	Lleida		Catalonia			Spagna		188449
Torrecillas_01	Torrecillas mine, Salar Grande, El Tamarugal Province, Tarapacá Region, Chile											190910
Total_Wreck_01	Total Wreck Mine	Cienega Creek, The Narrows,  Empire District,  Empire Mts,  Pima Co.							Arizona	U.S.A.		8888
Tour_Real_01		Tour Real	Val Varaita			Cuneo	Piemonte			Italia		
Traduerivi_01		Traduerivi		Susa		Torino	Piemonte			Italia		187733
Traversella_01	Miniera di Traversella		Valchiusella	Traversella		Torino	Piemonte			Italia		2105
Traversella_2	Cava Tomaino		Valchiusella	Traversella		Torino	Piemonte			Italia		123230
Trenice_01	T?enice Quarry, Cerhovice (Cerkovitz?), Beroun District, Central Bohemian Region									Repubblica Ceca		5641
Trentini_01	Miniera Trentini	Monte Naro	Valle Riolo	Torrebelvicino		Vicenza	Veneto			Italia		28332
Trevasco_01		Monte Trevasco	Val Seriana	Parre		Bergamo	Lombardia			Italia		179485
Trieu_01	Trieu Kaisin slag locality, Montignies-sur-Sambre, Charleroi, Hainaut Province, Belgium											252881
Trimouns_01	Trimouns Talc Mine	Luzenac, Ariège, Midi-Pyrénées								Francia		1745
Trimpello_01	Cava del Ferro (Miniere delle Bùgie; Trimpello)	Fornovolasco, Alpi Apuane		Vergemoli		Lucca	Toscana			Italia		58168
Triolet_01		Ghiacciaio del Triolet, Massiccio del Monte Bianco	Val Ferret	Courmayeur		Aosta	Valle d'Aosta			Italia		56019
Trisa_01		Monte Trisa	Val Mercanti	Torrebelvicino		Vicenza	Veneto			Italia		134131
Tsakhirin_01	Tsakhirin Khuduk Y-Zr-Nb deposit	Khaldzan Buragtag massif, Altai Mts, Hovd Aimag								Mongolia		145632
Tsodilo_01	Tsodilo Hills, Ngamiland West District, North-West District, Botswana											242974
Tsumeb_01	Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region									Namibia		2428
Tunnel_Hill_01	Tunnel Hill Quarry, Serpentine Hill, North Dundas, Zeehan district, Tasmania									Australia		46481
Tvedalen_01		Tvedalen, Larvik, Vestfold								Norvegia		2521
Tyni-Arenas_01	Miniera di Tiny-Arenas			Oridda, Domusnovas / Fluminimaggiore		Cagliari	Sardegna			Italia		2121
Uchucchacua_01	Uchucchacua Mine, Oyon Province, Lima Department									Perù		2544
Ugas_01	Cava Ugas			Monastir		Sud Sardegna	Sardegna			Italia		22015
Untermurbach_01	Untermurbach (Burgberg), Lenggries, Bad Tölz, Upper Bavaria, Bavaria, Germany											65226
Urali_01		Ural Mountains								Russia		
Usclas_01	Carrière d'Usclas-du-Bosc (Loiras), Le Bosc, Hérault, Languedoc-Roussillon,									Francia		134800
Utahlite_01	Utahlite claim (Lucin Variscite), Lucin, Lucin District, Pilot Range, Box Elder Co., Utah									U.S.A.		19576
Uto_01	Utö Mines, Utö, Södermanland									Svezia		3194
Vacas_01	Mina de Miguel Vacas ou dos Vieiros			Vila Viçosa	Evora					Portogallo		2584
Val_Chiampo_01		Val di Chiampo		Crespadoro		Vicenza	Veneto			Italia		281096
Val_di_Fa_01			Val di Fa, Val Camonica			Brescia	Lombardia			Italia		219535
Val_di_Serra_01	Cava Val di Serra, Pilcante, Ala (TN)						Trentino - Alto Adige			Italia		25829
Val_Toppa_01	Miniera della Val Toppa		Val d'Ossola	Pieve Vergonte		Verbano-Cusio-Ossola	Piemonte			Italia		25736
Valdagno_01				Valdagno		Vicenza	Veneto			Italia		135384
Valdieri_01				Valdieri		Cuneo	Piemonte			Italia		
Valgrisanche_01			Valgrisanche			Aosta	Valle d'Aosta			Italia		
Valle_Gesso_01			Valle Gesso			Cuneo	Piemonte			Italia		188896
Vallegrama_01	Miniera di Vallegrama	Molina di Laghi di V. Posina		Arsiero		Vicenza	Veneto			Italia		
Vallerano_01				Vallerano		Siena	Toscana			Italia		
Valletta_01		Passo della Valletta	Val Valletta, Val Maira	Preit		Cuneo	Piemonte			Italia		
Valtaro_01		Groppo di Gorro	Val Taro	Borgo Val di Taro		Parma	Emilia Romagna			Italia		125997
Valtaro_02		Campo delle Bratte	Val Taro	Valmozzola		Parma	Emilia Romagna			Italia		186743
Valtaro_03		Rio Fontana Gemella	Val Taro	Valmozzola		Parma	Emilia Romagna			Italia		
Valvassera_01	Valvassera mine, Valganna (VA), Lombardia									Italia		214321
Varbore_01		Rio Varbore,  Roccaprebalza	Val Manubiola	Berceto		Parma	Emilia Romagna			Italia		31053
Varenche_01	Miniera di Varenche	Saint-Barthélemy	Valle d'Aosta	Nus		Aosta	Valle d'Aosta			Italia		30053
Varsi_01	Cava Tosca	Rocca Predellara	Valle del Ceno	Varsi		Parma	Emilia Romagna			Italia		135356
Vazzeda_01	Cima di Vazzeda, Val Forno, Val Bregaglia, Grigioni									Svizzera		133399
Vechec_01	Vechec, Vranov nad Top?ou Co., Pre?ov Region									Slovacchia		12696
Veglia_01		Alpe Veglia - Pizzo Rebbio	Val Divedro, Val d'Ossola	Varzo		Verbano-Cusio-Ossola	Piemonte			Italia		
Vej_della_Balma_01	Cava Vej della Balma		Valle Cervo			Biella	Piemonte			Italia		
Vena_01	Miniera di Buca della Vena	Ponte Stazzemese, Alpi Apuane		Stazzema		Lucca	Toscana			Italia		
Vendida_01	La Vendida Mine (Rio Tinto Mine), Sierra Gorda District, Antofagasta, Chile											56747
Veny_01		Massiccio del Monte Bianco	Val Veny	Courmayeur			Valle d'Aosta			Italia		122744
Verampio_01		Verampio	Val d'Ossola	Crodo		Verbano-Cusio-Ossola	Piemonte			Italia		123119
Vermus_01	Puech de Vermus, Espalion, Aveyron, Midi-Pyrénées, France											43452
Vernasca_01				Vernasca		Piacenza	Emilia Romagna			Italia		144225
Verrayes_01			Valle d'Aosta	Verrayes		Aosta	Valle d'Aosta			Italia		
Verrierre_01	La Verrière (Montchonay), Les Ardillats, Beaujeu, Rhône, Rhône-Alpes									Francia		31874
Vert_01		Bric Vert		Quincinetto		Torino	Piemonte			Italia		67205
Verzuno_01		Ponte di Verzuno	Valle del Limentra			Bologna	Emilia Romagna			Italia		187793
Vetralla_01		Lago di Vico		Vetralla		Viterbo	Lazio			Italia		2081
Vetralla_02		Tre Croci, Lago di Vico		Vetralla		Viterbo	Lazio			Italia		2080
Vetralla_03		Tobia		Vetralla		Viterbo	Lazio			Italia		2081
Vetralla_04		Carcarelle		Vetralla		Viterbo	Lazio			Italia		2081
Vetralla_05		Complesso vulcanico di Vico		Vetralla		Viterbo	Lazio			Italia		2081
Vezna_01	V??ná I pegmatite, V??ná, ??ár nad Sázavou District, Vyso?ina Region									Repubblica Ceca		791
Vialas_01	Le Vialas (slag locality), Lozère, Languedoc-Roussillon									Francia		5652
Vico_01	Cave di Vico		Valchiusella	Vico Canavese		Torino	Piemonte			Italia		187776
Victorio_01	Victorio District, Luna Co., New Mexico, USA											21888
Vielsalm_01	Vielsalm, Stavelot Massif, Luxembourg Province									Belgio		209953
Vigna_01		Monte La Vigna	Val Varaita	Bellino		Cuneo	Piemonte			Italia		188841
Vignola_01	Vena n.2, miniera di Vignola			Vignola-Falesina		Trento	Trentino - Alto Adige			Italia		403603
Vignola_02	Galleria Santa Barbara, miniera di Vignola			Vignola-Falesina		Trento	Trentino - Alto Adige			Italia		
Viitaniemi_01	Viitaniemi pegmatite	Eräjärvi area,  Orivesi,  Etelä-Suomen Lääni								Finland		1650
Vila_Seca_01	Vila Seca quarry, Ch?s de Tavares, Mangualde, Viseu District									Portogallo		158269
Villahermosa_01		Villahermosa del Rio,  Castellón,  Valencian Community								Spagna		146221
Villecun_01		Villecun, Olmet-et-Villecun, Hérault								Francia		268111
Vinadio_01			Valle Stura	Vinadio		Cuneo	Piemonte			Italia		59200
Vinarice_01	Vina?ice, Kladno, Central Bohemia Region, Bohemia									Repubblica Ceca		21570
Vispi_01	Cava Vispi	San Venanzo		Marsciano		Terni	Umbria			Italia		
Vitiello_01	Cava Vitiello	Monte Vesuvio, Complesso vulcanico Somma-Vesuvio		Terzigno		Napoli	Campania			Italia		156649
Vito_01				San Vito di Leguzzano		Vicenza	Veneto			Italia		188152
Viviers_01	Terril du Viviers, Gilly			Soleimont		Fleurus, Charleroi, Hainaut				Belgio		
Vogelhalt_01	Vogelhalt District, Vogel Alp, Schwarzleograben, Hütten, Leogang, Saalfelden, Salzburg									Austria		51428
Vulcano_01	Cratere La Fossa	Isola di Vulcano, Isole Eolie		Lipari		Messina	Sicilia			Italia		4499
Vulcano_02		Isola di Vulcano, Isole Eolie		Lipari		Messina	Sicilia			Italia		4499
Wadi_Natrum_01		Wadi Natrun depression (Wadi el Natrun)					Western Desert			Egypt		156789
Wagholi_01	Wagholi Quarry, Wagholi, Pune District (Poonah District), Maharashtra									India		6854
Waidhaus_01	Silbergrube	Waidhaus, Vohenstrauß, Oberpfälzer Wald, Oberpfalz					Bayern			Germany		13086
Waitschach_01	Slag localities, Waitschach, Hüttenberg, Friesach - Hüttenberg area, Carinthia									Austria		187930
WasenAlp_01	Isenwegg, Wasenalp, Gantertal, Simplonpassgebiet, Brig, Wallis (Valais)									Svizzera		4633
Wei_Jia_01		Wei Jia		Jin Jiang			Jiang Xi			Cina		
Weiber_01	Weißer Schrofen, Brixlegg - Schwaz area, Inn valley, Tyrol, Austria											57190
Weiber_02	Weißer Hirsch Mine (Shaft 3), Neustädtel, Schneeberg District, Erzgebirge, Saxony, Germany											16381
Weitendorf_01	Basalt quarry	Weitendorf,  Wildon,  Graz,  Styria								Austria		
